2012-07-25,Regular
2012-07-26,Regular
2012-07-27,Regular
2012-07-28,Regular
2012-07-29,Regular
2012-07-30,Regular
2012-07-31,Regular
2012-08-01,Regular
2012-08-02,Regular
2012-08-03,Regular
2012-08-04,Regular
2012-08-05,Regular
2012-08-06,Regular
2012-08-07,Regular
2012-08-08,Regular
2012-08-09,Regular
2012-08-10,Regular
2012-08-11,Regular
2012-08-12,Regular
2012-08-13,Regular
2012-08-14,Regular
2012-08-15,Regular
2012-08-16,Regular
2012-08-17,Regular
2012-08-18,Regular
2012-08-19,Regular
2012-08-20,Regular
2012-08-21,Regular
2012-08-22,Regular
2012-08-23,Regular
2012-08-24,Regular
2012-08-25,Regular
2012-08-26,Regular
2012-08-27,Regular
2012-08-28,Regular
2012-08-29,Regular
2012-08-30,Regular
2012-08-31,Regular
2012-09-01,Regular
2012-09-02,Regular
2012-09-03,Holiday
2012-09-04,Regular
2012-09-05,Regular
2012-09-06,Regular
2012-09-07,Regular
2012-09-08,Regular
2012-09-09,Regular
2012-09-10,Regular
2012-09-11,Regular
2012-09-12,Regular
2012-09-13,Regular
2012-09-14,Regular
2012-09-15,Regular
2012-09-16,Regular
2012-09-17,Regular
2012-09-18,Regular
2012-09-19,Regular
2012-09-20,Regular
2012-09-21,Regular
2012-09-22,Regular
2012-09-23,Regular
2012-09-24,Regular
2012-09-25,Regular
2012-09-26,Regular
2012-09-27,Regular
2012-09-28,Regular
2012-09-29,Regular
2012-09-30,Regular
2012-10-01,Regular
2012-10-02,Regular
2012-10-03,Regular
2012-10-04,Regular
2012-10-05,Regular
2012-10-06,Regular
2012-10-07,Regular
2012-10-08,Regular
2012-10-09,Regular
2012-10-10,Regular
2012-10-11,Regular
2012-10-12,Regular
2012-10-13,Regular
2012-10-14,Regular
2012-10-15,Regular
2012-10-16,Regular
2012-10-17,Regular
2012-10-18,Regular
2012-10-19,Regular
2012-10-20,Regular
2012-10-21,Regular
2012-10-22,Regular
2012-10-23,Regular
2012-10-24,Regular
2012-10-25,Regular
2012-10-26,Regular
2012-10-27,Regular
2012-10-28,Regular
2012-10-29,Regular
2012-10-30,Regular
2012-10-31,Regular
2012-11-01,Regular
2012-11-02,Regular
2012-11-03,Regular
2012-11-04,Regular
2012-11-05,Regular
2012-11-06,Regular
2012-11-07,Regular
2012-11-08,Regular
2012-11-09,Regular
2012-11-10,Regular
2012-11-11,Regular
2012-11-12,Regular
2012-11-13,Regular
2012-11-14,Regular
2012-11-15,Regular
2012-11-16,Regular
2012-11-17,Regular
2012-11-18,Regular
2012-11-19,Regular
2012-11-20,Regular
2012-11-21,Regular
2012-11-22,Holiday
2012-11-23,Holiday
2012-11-24,Regular
2012-11-25,Regular
2012-11-26,Regular
2012-11-27,Regular
2012-11-28,Regular
2012-11-29,Regular
2012-11-30,Regular
2012-12-01,Regular
2012-12-02,Regular
2012-12-03,Regular
2012-12-04,Regular
2012-12-05,Regular
2012-12-06,Regular
2012-12-07,Regular
2012-12-08,Regular
2012-12-09,Regular
2012-12-10,Regular
2012-12-11,Regular
2012-12-12,Regular
2012-12-13,Regular
2012-12-14,Regular
2012-12-15,Regular
2012-12-16,Regular
2012-12-17,Regular
2012-12-18,Regular
2012-12-19,Regular
2012-12-20,Regular
2012-12-21,Regular
2012-12-22,Regular
2012-12-23,Regular
2012-12-24,Regular
2012-12-25,Holiday
2012-12-26,Regular
2012-12-27,Regular
2012-12-28,Regular
2012-12-29,Regular
2012-12-30,Regular
2012-12-31,Regular
